NAME	TITLE	SCORE	
TRH	TRH	0.7117093	
NPHS1	NPHS1	0.711359	
AQP5	AQP5	0.7105926	
GM5148	GM5148	0.7103877	
TULP2	TULP2	0.7051002	
SERPINB11	SERPINB11	0.7044619	
EFCAB1	EFCAB1	0.70122904	
CNTN3	CNTN3	0.6998102	
KCNRG	KCNRG	0.6990973	
PLCB2	PLCB2	0.6978386	
SLC43A3	SLC43A3	0.6968376	
4930528D03RIK	4930528D03RIK	0.6964637	
LHX1OS	LHX1OS	0.69498765	
HCN1	HCN1	0.6934193	
CASP4	CASP4	0.6931627	
2410137M14RIK	2410137M14RIK	0.6909115	
GM13247	GM13247	0.68697083	
ZFP91CNTF	ZFP91CNTF	0.683551	
CHIL1	CHIL1	0.68151975	
C030029H02RIK	C030029H02RIK	0.67882264	
TMEM163	TMEM163	0.6777366	
HIST1H3C	HIST1H3C	0.67724085	
GABRB2	GABRB2	0.67613834	
CYGB	CYGB	0.6757643	
4933405L10RIK	4933405L10RIK	0.6755177	
TUNAR	TUNAR	0.672482	
ARPP21	ARPP21	0.67205244	
PTPRTOS	PTPRTOS	0.67159617	
HCST	HCST	0.67085767	
NAIP1	NAIP1	0.67047685	
REC8	REC8	0.66893166	
A730004F24RIK	A730004F24RIK	0.6674074	
CLDN11	CLDN11	0.666949	
GM16325	GM16325	0.66540104	
TPH1	TPH1	0.66362107	
MIR99A	MIR99A	0.66319567	
MORC1	MORC1	0.66250247	
GNAT1	GNAT1	0.65994513	
C3	C3	0.65975255	
WDR64	WDR64	0.6561005	
ADAMDEC1	ADAMDEC1	0.65481985	
FRMPD3	FRMPD3	0.65410286	
H2-AB1	H2-AB1	0.6522537	
PDXK-PS	PDXK-PS	0.6518148	
FXYD1	FXYD1	0.65115476	
GM2381	GM2381	0.6460181	
SERPINA3M	SERPINA3M	0.6447151	
WDFY4	WDFY4	0.6389229	
RBM44	RBM44	0.6384974	
NKX6-2	NKX6-2	0.63764304	
GM17750	GM17750	0.63541734	
FABP12	FABP12	0.63444376	
D6ERTD527E	D6ERTD527E	0.6272419	
STAT4	STAT4	0.6249497	
TTC9B	TTC9B	0.62422127	
CNGA3	CNGA3	0.6239569	
TNFSF11	TNFSF11	0.6224199	
TDGF1	TDGF1	0.6211232	
HNMT	HNMT	0.6206635	
CAPS2	CAPS2	0.6206186	
AU023762	AU023762	0.6204174	
ACOT3	ACOT3	0.6202416	
GM21319	GM21319	0.6189023	
DUSP15	DUSP15	0.6179626	
HK3	HK3	0.61706513	
BHLHE22	BHLHE22	0.61565804	
BTBD18	BTBD18	0.61514187	
MIR153	MIR153	0.6145167	
DPPA4	DPPA4	0.61419606	
MIR7045	MIR7045	0.61419606	
ZIC4	ZIC4	0.6138796	
RAB20	RAB20	0.61363953	
MIR8109	MIR8109	0.6127741	
CHIL6	CHIL6	0.61264324	
FSD2	FSD2	0.61260563	
CYP4F15	CYP4F15	0.6125861	
GM10731	GM10731	0.61198133	
TMPRSS2	TMPRSS2	0.61064315	
GM12295	GM12295	0.610043	
MIR423	MIR423	0.6093479	
RGS18	RGS18	0.60885835	
FBXW13	FBXW13	0.60854936	
BDKRB1	BDKRB1	0.60819274	
HHLA1	HHLA1	0.607481	
4933432K03RIK	4933432K03RIK	0.607247	
USP17LE	USP17LE	0.6072117	
1700066J03RIK	1700066J03RIK	0.6072065	
PDE4C	PDE4C	0.6069738	
DEF6	DEF6	0.60668504	
TFR2	TFR2	0.6065914	
POU4F2	POU4F2	0.60656404	
KCNH1	KCNH1	0.6037639	
PRL4A1	PRL4A1	0.6027905	
OLFR18	OLFR18	0.6018923	
MIR6392	MIR6392	0.60167146	
BSPRY	BSPRY	0.60129505	
MIR6963	MIR6963	0.6009594	
TCP11X2	TCP11X2	0.60079175	
D630023F18RIK	D630023F18RIK	0.6007684	
9230105E05RIK	9230105E05RIK	0.6007495	
GM5622	GM5622	0.60062003	
3632451O06RIK	3632451O06RIK	0.60055256	
GM10389	GM10389	0.5997234	
WDR95	WDR95	0.59878445	
4933402P03RIK	4933402P03RIK	0.5983423	
SNORD82	SNORD82	0.59814805	
TMEM45B	TMEM45B	0.59782755	
OLFR690	OLFR690	0.5976517	
VMN2R17	VMN2R17	0.5976517	
HSPB2	HSPB2	0.59655935	
SPEER2	SPEER2	0.5965334	
VNN3	VNN3	0.59646803	
SSXB9	SSXB9	0.5957064	
DAPK2	DAPK2	0.595672	
HTR3B	HTR3B	0.59516597	
STMND1	STMND1	0.5951008	
9130008F23RIK	9130008F23RIK	0.5948379	
PISD-PS1	PISD-PS1	0.59468234	
IQCH	IQCH	0.59403104	
4931423N10RIK	4931423N10RIK	0.59393686	
BGLAP2	BGLAP2	0.5938415	
HCRT	HCRT	0.5938415	
SERPINE3	SERPINE3	0.5938415	
VMN2R7	VMN2R7	0.5938415	
TRIM40	TRIM40	0.59379107	
TSSK6	TSSK6	0.5933081	
HNF1B	HNF1B	0.5930963	
SERPINB7	SERPINB7	0.5928265	
CEACAM19	CEACAM19	0.5928264	
ARAP3	ARAP3	0.592581	
MMP20	MMP20	0.5919429	
MYOZ3	MYOZ3	0.5915726	
KRT18	KRT18	0.5915286	
ALX3	ALX3	0.59149486	
2700046A07RIK	2700046A07RIK	0.5912432	
PLCH2	PLCH2	0.5905572	
CPA6	CPA6	0.59028316	
KHDC3	KHDC3	0.5902456	
4930440I19RIK	4930440I19RIK	0.5902383	
CRACR2A	CRACR2A	0.5898146	
2610028H24RIK	2610028H24RIK	0.58945113	
B4GALNT3	B4GALNT3	0.5891825	
LRTM1	LRTM1	0.58908314	
XLR	XLR	0.5890114	
MAGEB16-PS1	MAGEB16-PS1	0.58871263	
COL26A1	COL26A1	0.5884823	
AADAC	AADAC	0.5883076	
PLA2G4D	PLA2G4D	0.5883076	
CYP3A16	CYP3A16	0.58824754	
AKR1C21	AKR1C21	0.587571	
GM11240	GM11240	0.587353	
PTGES	PTGES	0.5868708	
DBIL5	DBIL5	0.5867778	
MIR7223	MIR7223	0.58649313	
PRL2A1	PRL2A1	0.58649313	
TESPA1	TESPA1	0.58649313	
UCN3	UCN3	0.58649313	
AI197445	AI197445	0.5862765	
SCN4B	SCN4B	0.58620125	
0610005C13RIK	0610005C13RIK	0.58613634	
SLC24A5	SLC24A5	0.58609986	
OLFR215	OLFR215	0.5858071	
TEX43	TEX43	0.5858071	
GPHB5	GPHB5	0.58575976	
MIR140	MIR140	0.58575976	
FAM187A	FAM187A	0.5855874	
CYP17A1	CYP17A1	0.58516914	
AI847159	AI847159	0.5850817	
ALPPL2	ALPPL2	0.5850817	
SERPINA1E	SERPINA1E	0.5850817	
4930447F24RIK	4930447F24RIK	0.5850189	
GLRA2	GLRA2	0.58501214	
2210409D07RIK	2210409D07RIK	0.58479786	
SPEER4D	SPEER4D	0.58479786	
NAPSA	NAPSA	0.5845204	
RAD21L	RAD21L	0.5841296	
SYCP1	SYCP1	0.584038	
3830403N18RIK	3830403N18RIK	0.5836473	
XNTRPC	XNTRPC	0.5835042	
A730046J19RIK	A730046J19RIK	0.5834491	
CKMT2	CKMT2	0.582644	
GM5538	GM5538	0.582644	
LY6F	LY6F	0.582644	
MCIDAS	MCIDAS	0.582644	
PATE4	PATE4	0.582644	
SIGLECH	SIGLECH	0.582644	
TTC24	TTC24	0.582644	
UBTFL1	UBTFL1	0.582644	
CD96	CD96	0.5826312	
MIR7022	MIR7022	0.5826312	
CYP2C66	CYP2C66	0.5819838	
SGOL2B	SGOL2B	0.5819838	
ZFP648	ZFP648	0.5819838	
WNT8A	WNT8A	0.5818376	
CCR5	CCR5	0.58177054	
9330111N05RIK	9330111N05RIK	0.5817105	
CYP2J5	CYP2J5	0.5817105	
OLFR267	OLFR267	0.5817105	
2410004I01RIK	2410004I01RIK	0.5811004	
QPRT	QPRT	0.5811004	
RSPO4	RSPO4	0.5811004	
ANKRD66	ANKRD66	0.5810521	
CYP11A1	CYP11A1	0.5810521	
DSG1B	DSG1B	0.58104324	
OLR1	OLR1	0.58104324	
ZFY1	ZFY1	0.58104324	
ADAMTS19	ADAMTS19	0.58065504	
GJA5	GJA5	0.5797937	
2310001K24RIK	2310001K24RIK	0.5796451	
ACSM4	ACSM4	0.5789775	
DMRT3	DMRT3	0.5789775	
SERPINA9	SERPINA9	0.5789775	
F11	F11	0.57892656	
CDH16	CDH16	0.5787706	
GM13986	GM13986	0.5787706	
MEIKIN	MEIKIN	0.5787706	
APOC4	APOC4	0.5782621	
MIR1901	MIR1901	0.5781199	
PAX6OS1	PAX6OS1	0.5781199	
SLC26A4	SLC26A4	0.5781199	
VMN1R5	VMN1R5	0.5781199	
IL12A	IL12A	0.5777608	
FOXD4	FOXD4	0.5775691	
TBXAS1	TBXAS1	0.5774499	
2410141K09RIK	2410141K09RIK	0.5770334	
UCN2	UCN2	0.57702005	
RNF112	RNF112	0.5767604	
ATXN7L1OS2	ATXN7L1OS2	0.5754851	
ELF5	ELF5	0.5754851	
SLC36A3	SLC36A3	0.5754851	
SLC5A11	SLC5A11	0.5754851	
6820408C15RIK	6820408C15RIK	0.5750055	
BRINP1	BRINP1	0.5748864	
MIR1894	MIR1894	0.57478094	
SPINK10	SPINK10	0.57454205	
CNTN2	CNTN2	0.5713153	
ARG1	ARG1	0.570756	
PTGIS	PTGIS	0.5699527	
1700024F13RIK	1700024F13RIK	0.5692495	
GM13752	GM13752	0.56897825	
SYNPO2L	SYNPO2L	0.5677119	
THSD7B	THSD7B	0.56666654	
ABCC3	ABCC3	0.56547236	
EN1	EN1	0.56506366	
PILRA	PILRA	0.565003	
TLL1	TLL1	0.56422645	
LCN2	LCN2	0.563458	
STEAP4	STEAP4	0.5627335	
FER1L5	FER1L5	0.56214046	
FAIM2	FAIM2	0.5618599	
MEOX1	MEOX1	0.56103057	
SYK	SYK	0.56096905	
SPATA31D1D	SPATA31D1D	0.56059206	
BC026585	BC026585	0.5604673	
PIGZ	PIGZ	0.5582457	
FOXR2	FOXR2	0.55822843	
AFP	AFP	0.55605006	
IFITM10	IFITM10	0.5556401	
TMEM92	TMEM92	0.5549462	
GIMAP8	GIMAP8	0.5546442	
SNORD111	SNORD111	0.55429465	
CARTPT	CARTPT	0.5538374	
CYP3A13	CYP3A13	0.5532978	
NSUN7	NSUN7	0.5531155	
2610035F20RIK	2610035F20RIK	0.5512395	
GM5095	GM5095	0.5506559	
NCKAP1L	NCKAP1L	0.55059993	
TBX18	TBX18	0.5503941	
ZP1	ZP1	0.5500625	
CCDC79	CCDC79	0.5474809	
SOX18	SOX18	0.54696274	
GM4832	GM4832	0.5459282	
ERV3	ERV3	0.545494	
A330049N07RIK	A330049N07RIK	0.54450357	
GM10549	GM10549	0.54427594	
MIR7079	MIR7079	0.5441479	
LRRC2	LRRC2	0.5427606	
FAM132B	FAM132B	0.54142094	
A630033H20RIK	A630033H20RIK	0.54079425	
CACNG3	CACNG3	0.54016143	
IGFBP7	IGFBP7	0.53969526	
MYZAP	MYZAP	0.5395447	
WNT9B	WNT9B	0.53938043	
GMFG	GMFG	0.5393229	
TRIM38	TRIM38	0.53873837	
NXF2	NXF2	0.53852826	
A930003O13RIK	A930003O13RIK	0.5385048	
EGFL6	EGFL6	0.53738135	
GALNT6	GALNT6	0.53679997	
MMP16	MMP16	0.53632563	
CASP1	CASP1	0.5356296	
GSTK1	GSTK1	0.53451824	
CTSH	CTSH	0.5342323	
PPFIA2	PPFIA2	0.5332548	
VDR	VDR	0.53281254	
ZMYND12	ZMYND12	0.5323753	
TMEM145	TMEM145	0.5321875	
KCNN4	KCNN4	0.52838254	
1700028K03RIK	1700028K03RIK	0.52743405	
MIR762	MIR762	0.5273762	
MIR6948	MIR6948	0.52709866	
CXCL11	CXCL11	0.52669924	
1700018B08RIK	1700018B08RIK	0.52594835	
GM4981	GM4981	0.5258978	
GRIK1	GRIK1	0.52580255	
H2-M2	H2-M2	0.52572924	
SCRT2	SCRT2	0.525485	
SERPING1	SERPING1	0.52502155	
SLC4A1	SLC4A1	0.524284	
FYB	FYB	0.5230323	
GM9899	GM9899	0.5229921	
MYL1	MYL1	0.52151906	
G530011O06RIK	G530011O06RIK	0.52141327	
ELF3	ELF3	0.52121556	
VMN2R27	VMN2R27	0.5209048	
CD40	CD40	0.5205349	
SNX22	SNX22	0.51965785	
VAMP8	VAMP8	0.51955783	
CASP12	CASP12	0.5187808	
COL19A1	COL19A1	0.51859045	
AI854517	AI854517	0.5175088	
ICAM1	ICAM1	0.51671815	
AKAP14	AKAP14	0.5156645	
RXRG	RXRG	0.5154034	
GM6194	GM6194	0.5139163	
ZSCAN4B	ZSCAN4B	0.5138958	
ABI3BP	ABI3BP	0.5131041	
ALK	ALK	0.5127782	
SAP25	SAP25	0.5123521	
PHOX2B	PHOX2B	0.51185995	
MIR181B-1	MIR181B-1	0.5115508	
IQSEC3	IQSEC3	0.5114854	
LAD1	LAD1	0.50979954	
COL6A4	COL6A4	0.50897646	
RP1L1	RP1L1	0.50891006	
7420700N18RIK	7420700N18RIK	0.5086603	
DAPP1	DAPP1	0.50839233	
9330175M20RIK	9330175M20RIK	0.5082796	
GPRC5C	GPRC5C	0.50748354	
BMP15	BMP15	0.50614345	
HEPH	HEPH	0.5057333	
ABCC8	ABCC8	0.5056985	
ST6GALNAC1	ST6GALNAC1	0.5051958	
2610100L16RIK	2610100L16RIK	0.5051671	
MCOLN2	MCOLN2	0.5048832	
GM19424	GM19424	0.4996115	
REG3G	REG3G	0.49943465	
CLSTN3	CLSTN3	0.4991021	
ZFP459	ZFP459	0.4986192	
OLFR1392	OLFR1392	0.49686304	
OC90	OC90	0.4966836	
TNFSF15	TNFSF15	0.49665242	
ITGB4	ITGB4	0.49648175	
PF4	PF4	0.49610394	
NKAIN4	NKAIN4	0.49592006	
ZFP831	ZFP831	0.4955624	
GHRH	GHRH	0.49469295	
CCDC105	CCDC105	0.4941274	
GM13119	GM13119	0.49328202	
FOXH1	FOXH1	0.4929685	
TDRD12	TDRD12	0.4928032	
RNASE4	RNASE4	0.49237326	
EPGN	EPGN	0.49228397	
LIPN	LIPN	0.49178892	
GM29684	GM29684	0.49162543	
RAG1	RAG1	0.49000195	
2610307P16RIK	2610307P16RIK	0.48955837	
HIST1H2AG	HIST1H2AG	0.4887177	
ORM3	ORM3	0.48864728	
PCDH15	PCDH15	0.4884915	
VGLL2	VGLL2	0.48830733	
FSCN2	FSCN2	0.48731455	
VMN2R18	VMN2R18	0.48721862	
LBHD1	LBHD1	0.4868592	
CNGB1	CNGB1	0.4867944	
ABCC9	ABCC9	0.48571345	
8430408G22RIK	8430408G22RIK	0.48467022	
RAG2	RAG2	0.48435938	
TTC30A2	TTC30A2	0.4834426	
KCNMB4OS1	KCNMB4OS1	0.48338875	
PRPH	PRPH	0.48321843	
NLRP10	NLRP10	0.48275352	
4930484H19RIK	4930484H19RIK	0.48258042	
CNR2	CNR2	0.48145804	
EXOC3L4	EXOC3L4	0.4813086	
GM5087	GM5087	0.48091242	
NFKBID	NFKBID	0.48063028	
CBLN4	CBLN4	0.48037532	
BST1	BST1	0.48025334	
GSX2	GSX2	0.4799998	
WFDC21	WFDC21	0.47969505	
EPS8L2	EPS8L2	0.4796283	
GM8267	GM8267	0.47953978	
4930539J05RIK	4930539J05RIK	0.47920462	
RP1	RP1	0.4788834	
ITIH4	ITIH4	0.47849345	
CARD9	CARD9	0.47838125	
KCNG4	KCNG4	0.47830662	
4930426L09RIK	4930426L09RIK	0.4775759	
JAK3	JAK3	0.47724122	
ASCL2	ASCL2	0.4767914	
HIST1H3A	HIST1H3A	0.47626743	
1700093K21RIK	1700093K21RIK	0.47550154	
CUTAL	CUTAL	0.4752939	
RDH1	RDH1	0.4752141	
WDR20RT	WDR20RT	0.4742216	
LOXL1	LOXL1	0.47307882	
ALOX12	ALOX12	0.47305542	
OMG	OMG	0.47274816	
IFITM7	IFITM7	0.47264504	
PNMA2	PNMA2	0.4723949	
MYBPC2	MYBPC2	0.47159702	
MIR3097	MIR3097	0.47138563	
GM5936	GM5936	0.47096425	
1700128A07RIK	1700128A07RIK	0.47031167	
A930001C03RIK	A930001C03RIK	0.4701064	
UBXN10	UBXN10	0.46949604	
PPP1R3G	PPP1R3G	0.4694629	
MIR7026	MIR7026	0.4688859	
CYP2J12	CYP2J12	0.46844596	
E230013L22RIK	E230013L22RIK	0.46813604	
FAM163A	FAM163A	0.46785584	
SP110	SP110	0.46742454	
SLITRK3	SLITRK3	0.46715453	
GM17745	GM17745	0.46685115	
TEX16	TEX16	0.46657303	
GM13238	GM13238	0.4662016	
MUP5	MUP5	0.4662016	
TEDDM1B	TEDDM1B	0.46567747	
METTL21B	METTL21B	0.4656146	
GM136	GM136	0.4654471	
TNFSF4	TNFSF4	0.4649617	
MEG3	MEG3	0.46493164	
2300002M23RIK	2300002M23RIK	0.46491307	
CCDC60	CCDC60	0.4644379	
TRIM43B	TRIM43B	0.46416694	
RHBDL2	RHBDL2	0.46403006	
KCTD8	KCTD8	0.46399012	
9230116N13RIK	9230116N13RIK	0.46361613	
9430065F17RIK	9430065F17RIK	0.46291807	
MUC5B	MUC5B	0.46274078	
TMEM114	TMEM114	0.46274078	
TNIP3	TNIP3	0.46240386	
KLHL6	KLHL6	0.4616393	
TNK1	TNK1	0.46019447	
VWF	VWF	0.46007314	
SMKR-PS	SMKR-PS	0.45899123	
KCNK3	KCNK3	0.45799303	
OLFM4	OLFM4	0.45766544	
KLHL4	KLHL4	0.4570703	
NUGGC	NUGGC	0.45666286	
SYT16	SYT16	0.45622963	
RHBG	RHBG	0.45586064	
LINCENC1	LINCENC1	0.45577466	
POMC	POMC	0.45559806	
GM5532	GM5532	0.45549628	
D630013N20RIK	D630013N20RIK	0.4551962	
NR0B2	NR0B2	0.45411426	
MIR7037	MIR7037	0.45356438	
IL13RA1	IL13RA1	0.45245284	
4930549G23RIK	4930549G23RIK	0.4519909	
DES	DES	0.45194405	
RNF17	RNF17	0.4516101	
TMEM91	TMEM91	0.45117357	
GJA6	GJA6	0.45116416	
GM20172	GM20172	0.4509975	
PHYHIP	PHYHIP	0.45073313	
HGFAC	HGFAC	0.45052582	
SAA1	SAA1	0.45031148	
LRP2BP	LRP2BP	0.45028433	
PTCHD4	PTCHD4	0.45001477	
SLITRK1	SLITRK1	0.44948095	
SDS	SDS	0.44910014	
CSMD1	CSMD1	0.44863346	
5330434G04RIK	5330434G04RIK	0.446757	
ACVR1C	ACVR1C	0.44662172	
SLC26A1	SLC26A1	0.44601646	
GM6614	GM6614	0.4455588	
LIF	LIF	0.4452679	
COX6B2	COX6B2	0.44491073	
RPS4L	RPS4L	0.4442108	
PRR22	PRR22	0.4439746	
DUX	DUX	0.44384706	
MROH5	MROH5	0.44367805	
CTRC	CTRC	0.44338882	
4930471M09RIK	4930471M09RIK	0.44324097	
2410018L13RIK	2410018L13RIK	0.4431937	
CCDC114	CCDC114	0.44305068	
DHH	DHH	0.44303095	
IP6K3	IP6K3	0.44237393	
4930413F20RIK	4930413F20RIK	0.4423636	
CD72	CD72	0.4423636	
GM10789	GM10789	0.4423351	
HSF5	HSF5	0.44076818	
CD14	CD14	0.44034177	
ATP8B1	ATP8B1	0.44018623	
FITM1	FITM1	0.43934038	
MIR15A	MIR15A	0.43934038	
PLA2G4E	PLA2G4E	0.4389574	
GJD4	GJD4	0.43810382	
GM2011	GM2011	0.4377847	
NLRP9B	NLRP9B	0.4372375	
NOBOX	NOBOX	0.4372375	
AICDA	AICDA	0.43703038	
GM21276	GM21276	0.43703038	
ORM2	ORM2	0.43703038	
TTLL10	TTLL10	0.4365012	
LRRIQ1	LRRIQ1	0.4364127	
DMKN	DMKN	0.43608835	
GM19461	GM19461	0.43608835	
TMSB15B2	TMSB15B2	0.4358658	
KCNE1L	KCNE1L	0.4355929	
HEATR9	HEATR9	0.4354444	
1700009N14RIK	1700009N14RIK	0.4354346	
4921508D12RIK	4921508D12RIK	0.4354346	
AMBN	AMBN	0.4354346	
DENND1C	DENND1C	0.4354346	
HOXD11	HOXD11	0.4354346	
IFLTD1	IFLTD1	0.4354346	
MIR124A-2	MIR124A-2	0.4354346	
SLCO6C1	SLCO6C1	0.4354346	
STPG1	STPG1	0.4354346	
CIDEC	CIDEC	0.43534318	
GM14858	GM14858	0.43534318	
CLEC12A	CLEC12A	0.4352379	
UCHL4	UCHL4	0.4351048	
BC002163	BC002163	0.43474683	
PCDH8	PCDH8	0.43442425	
