NAME	TITLE	SCORE	
DNM1	DNM1	0.095625535	
BCLAF1	BCLAF1	0.095440626	
RRM2	RRM2	0.09534111	
MIR642	MIR642	0.09524606	
PICALM	PICALM	0.095171474	
SSH2	SSH2	0.09479909	
CD59	CD59	0.09473755	
LAMB1	LAMB1	0.09464477	
ZNF549	ZNF549	0.09447237	
MEX3B	MEX3B	0.093798526	
PHIP	PHIP	0.09379504	
SH3BP5L	SH3BP5L	0.09368936	
NDUFS1	NDUFS1	0.093642935	
TMEM17	TMEM17	0.09334847	
SPOCD1	SPOCD1	0.09293444	
TGFBR2	TGFBR2	0.09288688	
KIAA0408	KIAA0408	0.09261245	
RDH10	RDH10	0.09251834	
DUSP19	DUSP19	0.09251214	
CD164	CD164	0.09247179	
INPPL1	INPPL1	0.0923252	
TMEM30A	TMEM30A	0.09210791	
FLJ45121	FLJ45121	0.092049584	
RGS4	RGS4	0.0916321	
PMEPA1	PMEPA1	0.09118795	
PLXNA1	PLXNA1	0.09081338	
EIF2C2	EIF2C2	0.09079752	
COL6A2	COL6A2	0.090663224	
TRAPPC9	TRAPPC9	0.09059819	
PLAU	PLAU	0.090201505	
HCG9	HCG9	0.08984623	
SLC39A7	SLC39A7	0.08931755	
ACVR2A	ACVR2A	0.0891965	
TP53INP1	TP53INP1	0.08900852	
NTSR1	NTSR1	0.088865764	
STAG2	STAG2	0.08884913	
DMWD	DMWD	0.0886966	
MIR192	MIR192	0.08848826	
DENND3	DENND3	0.08847673	
C6orf85	C6orf85	0.08807928	
DHCR24	DHCR24	0.08800679	
LAMA5	LAMA5	0.08796757	
ATP11C	ATP11C	0.08778763	
BIRC6	BIRC6	0.08745783	
BBX	BBX	0.087432265	
PPP1R12A	PPP1R12A	0.087230355	
BUB1B	BUB1B	0.08711929	
MXD1	MXD1	0.08706366	
PLXNB1	PLXNB1	0.08688218	
CHRM3	CHRM3	0.086747944	
ERI1	ERI1	0.08668232	
FAM129B	FAM129B	0.08657129	
PYY	PYY	0.08656311	
SETBP1	SETBP1	0.086455904	
KIRREL	KIRREL	0.08641642	
ANLN	ANLN	0.086334	
C4orf46	C4orf46	0.08600115	
SPOCK1	SPOCK1	0.08582043	
ELAC2	ELAC2	0.08576047	
PHLPP2	PHLPP2	0.08572328	
RIN1	RIN1	0.085681364	
T-SP1	T-SP1	0.085673444	
CBFB	CBFB	0.085545234	
FLNC	FLNC	0.08540666	
ATAD2	ATAD2	0.085289255	
LCE3A	LCE3A	0.08505737	
TNPO3	TNPO3	0.08498656	
F2RL1	F2RL1	0.084522836	
MAP3K5	MAP3K5	0.08443257	
LDHA	LDHA	0.084380984	
MARK4	MARK4	0.08435046	
BASP1	BASP1	0.084311575	
ZP1	ZP1	0.08424851	
B4GALT6	B4GALT6	0.08408944	
NISCH	NISCH	0.0838496	
OR6F1	OR6F1	0.08372609	
CD44	CD44	0.083684385	
TRAM2	TRAM2	0.083652005	
LLGL1	LLGL1	0.083559655	
LPP	LPP	0.08344619	
CCNF	CCNF	0.08340613	
BBS10	BBS10	0.083381616	
B3GNT5	B3GNT5	0.08329437	
DLG4	DLG4	0.0832609	
SNORA41	SNORA41	0.08314725	
PTCD3	PTCD3	0.08303673	
TTLL8	TTLL8	0.082975775	
VCX3B	VCX3B	0.0829269	
ATAD3A	ATAD3A	0.08279864	
ESRRB	ESRRB	0.08272054	
B4GALT1	B4GALT1	0.08255645	
ESYT1	ESYT1	0.0823647	
TECPR1	TECPR1	0.08229889	
COL1A1	COL1A1	0.082095474	
RAP2C	RAP2C	0.08135191	
KTN1	KTN1	0.0812068	
ORC3L	ORC3L	0.081047095	
CAPRIN1	CAPRIN1	0.08097364	
KIR3DX1	KIR3DX1	0.08090818	
CLASP1	CLASP1	0.08090371	
C9orf7	C9orf7	0.08088183	
DLG5	DLG5	0.08072061	
CALCB	CALCB	0.08059226	
AADACL1	AADACL1	0.08053573	
EDIL3	EDIL3	0.0804325	
USP34	USP34	0.08042155	
CEP350	CEP350	0.08040938	
RBM3	RBM3	0.08035567	
PTCHD1	PTCHD1	0.07982952	
ACTN4	ACTN4	0.07982603	
MTMR4	MTMR4	0.079624355	
DLAT	DLAT	0.079455465	
MKL2	MKL2	0.07930917	
DHX38	DHX38	0.07927253	
HSPD1	HSPD1	0.07914609	
MTMR12	MTMR12	0.07911558	
LCE6A	LCE6A	0.07897325	
DEPDC1	DEPDC1	0.07893762	
FAM84B	FAM84B	0.078874804	
SC4MOL	SC4MOL	0.07884571	
C14orf85	C14orf85	0.078822285	
TTC19	TTC19	0.07881783	
SLC35F2	SLC35F2	0.07866923	
FAT1	FAT1	0.0784703	
ZMAT3	ZMAT3	0.078465745	
FLJ37396	FLJ37396	0.0783772	
PDGFC	PDGFC	0.07835819	
KIF11	KIF11	0.07825213	
MIR640	MIR640	0.07823497	
C9orf167	C9orf167	0.078216024	
GNG12	GNG12	0.078201145	
NFAT5	NFAT5	0.07796871	
HRH2	HRH2	0.07795039	
FLJ20125	FLJ20125	0.077838786	
UBN1	UBN1	0.07772126	
HERC2	HERC2	0.077569954	
PTPRG	PTPRG	0.07756107	
IP6K1	IP6K1	0.07753933	
SPSB4	SPSB4	0.07747596	
FLJ10081	FLJ10081	0.077300325	
SRGAP1	SRGAP1	0.07717603	
CCNC	CCNC	0.07693579	
ATP2B4	ATP2B4	0.076874144	
ITGA5	ITGA5	0.07680368	
RIMKLA	RIMKLA	0.07676004	
DMXL2	DMXL2	0.07673742	
FAM90A20	FAM90A20	0.07673724	
PCDH17	PCDH17	0.07672331	
CHD9	CHD9	0.07652398	
KCNK13	KCNK13	0.076482974	
MIR1978	MIR1978	0.07639332	
TOR3A	TOR3A	0.076252714	
ZNF121	ZNF121	0.07620697	
ZNF679	ZNF679	0.07605605	
SLC20A1	SLC20A1	0.07599543	
STK3	STK3	0.07590328	
NOC3L	NOC3L	0.07589746	
ITGB8	ITGB8	0.075819515	
PTAFR	PTAFR	0.07576662	
SHOC2	SHOC2	0.07560696	
WASF2	WASF2	0.07553617	
CXCR4	CXCR4	0.075518414	
OSGIN2	OSGIN2	0.07545055	
GPRIN1	GPRIN1	0.075426884	
BCAT1	BCAT1	0.07542158	
MOGAT2	MOGAT2	0.07542064	
PPP3R1	PPP3R1	0.07536116	
AEBP1	AEBP1	0.07534767	
FLJ20209	FLJ20209	0.07528946	
SEC16A	SEC16A	0.075117104	
ZFHX3	ZFHX3	0.07510289	
RAP2A	RAP2A	0.07503468	
C9orf29	C9orf29	0.07502372	
NCKAP1	NCKAP1	0.074920826	
USP5	USP5	0.074873686	
API5	API5	0.07482558	
TGFBRAP1	TGFBRAP1	0.07467156	
SLCO2A1	SLCO2A1	0.07457987	
MYO1H	MYO1H	0.07440055	
FBXL17	FBXL17	0.074351616	
MYOF	MYOF	0.07433866	
MIR1915	MIR1915	0.07429263	
DYNC1H1	DYNC1H1	0.07413096	
SH3PXD2B	SH3PXD2B	0.07391348	
SEMA3A	SEMA3A	0.07388947	
ZHX1	ZHX1	0.07386046	
LONRF2	LONRF2	0.07381803	
HN1L	HN1L	0.07354352	
PDGFD	PDGFD	0.073526256	
LMAN2	LMAN2	0.07348127	
LRP8	LRP8	0.07344626	
ZMYM1	ZMYM1	0.073382586	
SNORA32	SNORA32	0.07338025	
TNFSF4	TNFSF4	0.07333808	
PPL	PPL	0.07325012	
MAP3K13	MAP3K13	0.07314167	
TMEM33	TMEM33	0.073085226	
C20orf112	C20orf112	0.072948776	
COL18A1	COL18A1	0.07279093	
MCM8	MCM8	0.07258704	
FLJ12334	FLJ12334	0.07257127	
NUP188	NUP188	0.07256403	
SGK	SGK	0.07248198	
C17orf80	C17orf80	0.07246119	
CRKRS	CRKRS	0.072445184	
KRT80	KRT80	0.07231305	
MDFIC	MDFIC	0.07225321	
ORC2L	ORC2L	0.071989685	
FGFRL1	FGFRL1	0.07198959	
HAT1	HAT1	0.07192679	
SLC27A1	SLC27A1	0.07190972	
SEC24C	SEC24C	0.071865305	
PCSK1	PCSK1	0.07185913	
DTL	DTL	0.0717712	
IL7R	IL7R	0.07176355	
KIAA0664	KIAA0664	0.07173113	
TMEM14E	TMEM14E	0.07170973	
NCLN	NCLN	0.07168015	
MID1	MID1	0.07161707	
MOBKL1A	MOBKL1A	0.071611635	
MTDH	MTDH	0.07160049	
ECOP	ECOP	0.07131855	
NAV1	NAV1	0.07102483	
MIR453	MIR453	0.070979595	
WDR62	WDR62	0.07096517	
MED12	MED12	0.07089996	
DHX29	DHX29	0.07072122	
RNF160	RNF160	0.07063557	
GOLT1B	GOLT1B	0.07059067	
CAPZA2	CAPZA2	0.07041982	
ZNF286A	ZNF286A	0.07036809	
PTPLB	PTPLB	0.070336975	
ERCC-00044	ERCC-00044	0.07026714	
NUP160	NUP160	0.070199944	
AKAP12	AKAP12	0.07014883	
SFXN1	SFXN1	0.070145816	
GUCY1A2	GUCY1A2	0.07011286	
CTNNAL1	CTNNAL1	0.07009015	
RCCD1	RCCD1	0.06998108	
PSMD1	PSMD1	0.069967225	
ASF1A	ASF1A	0.06995818	
TMEM65	TMEM65	0.06988655	
SFRS3	SFRS3	0.06988371	
PYGB	PYGB	0.06987599	
SYT8	SYT8	0.0698499	
EIF4G1	EIF4G1	0.069848925	
ZWILCH	ZWILCH	0.06984793	
TSC22D2	TSC22D2	0.06975575	
NFIB	NFIB	0.06971768	
E2F1	E2F1	0.06970528	
CDAN1	CDAN1	0.06968312	
CNBP	CNBP	0.06967691	
XRCC2	XRCC2	0.069654286	
C11orf20	C11orf20	0.06957499	
DHX30	DHX30	0.06954826	
KIFC1	KIFC1	0.069529995	
HCG2P7	HCG2P7	0.069455855	
ARID5B	ARID5B	0.069339186	
NIPBL	NIPBL	0.069324546	
KLHL21	KLHL21	0.06928274	
NOMO3	NOMO3	0.06927213	
AURKA	AURKA	0.069178075	
MCM2	MCM2	0.06905846	
ELF4	ELF4	0.06899686	
DDEF2	DDEF2	0.06898538	
DUSP21	DUSP21	0.0689392	
PRAMEF7	PRAMEF7	0.068885535	
SYT14L	SYT14L	0.068832874	
LCOR	LCOR	0.06875435	
SPTAN1	SPTAN1	0.06867418	
BMS1P5	BMS1P5	0.06866064	
TMEM170B	TMEM170B	0.06851531	
LMNB1	LMNB1	0.0684759	
ME1	ME1	0.06844974	
FAM38A	FAM38A	0.0682858	
OR52N5	OR52N5	0.06827023	
GALNT10	GALNT10	0.068260744	
TULP4	TULP4	0.06823892	
KIAA0090	KIAA0090	0.06818587	
CCNE2	CCNE2	0.06817511	
FASN	FASN	0.06816479	
METTL12	METTL12	0.06814477	
NSF	NSF	0.06814283	
CDIPT	CDIPT	0.06803569	
ADAMTS1	ADAMTS1	0.0678565	
GPC1	GPC1	0.06782718	
ZNF827	ZNF827	0.067794606	
FAM10A4	FAM10A4	0.06779183	
TBC1D2	TBC1D2	0.06777092	
RPAP1	RPAP1	0.06774745	
PDZK1P1	PDZK1P1	0.0676852	
PPME1	PPME1	0.06765607	
HNRNPU	HNRNPU	0.06760573	
CIC	CIC	0.067603186	
BDP1	BDP1	0.0675906	
MIXL1	MIXL1	0.067550965	
KIAA1598	KIAA1598	0.06741182	
PHTF2	PHTF2	0.06731703	
CUTL1	CUTL1	0.067313746	
NBPF20	NBPF20	0.06729111	
ANXA2P1	ANXA2P1	0.06718051	
AXL	AXL	0.06714781	
SNORA1	SNORA1	0.06711927	
ZBTB11	ZBTB11	0.06703258	
PLS1	PLS1	0.06698943	
PDGFRB	PDGFRB	0.06697751	
EML3	EML3	0.06696017	
RBAK	RBAK	0.06691735	
SLC38A2	SLC38A2	0.06684453	
DKFZP586I1420	DKFZP586I1420	0.06669495	
C1orf216	C1orf216	0.0666734	
EDARADD	EDARADD	0.06664568	
SPRR2F	SPRR2F	0.06662353	
IQGAP1	IQGAP1	0.06660232	
WBSCR16	WBSCR16	0.0666002	
KCTD9	KCTD9	0.06658877	
CCDC105	CCDC105	0.06650395	
SNORD116-13	SNORD116-13	0.066404864	
OSBPL9	OSBPL9	0.06639999	
OR4A47	OR4A47	0.066374555	
ZKSCAN1	ZKSCAN1	0.06633304	
VPS18	VPS18	0.06632779	
RNF145	RNF145	0.06631212	
NFATC3	NFATC3	0.06625936	
C14orf153	C14orf153	0.066193186	
TGFA	TGFA	0.066172175	
N4BP3	N4BP3	0.06614814	
MICALL1	MICALL1	0.06610654	
GABPA	GABPA	0.06603723	
BAT2D1	BAT2D1	0.065976545	
BAZ2B	BAZ2B	0.06596401	
YTHDF3	YTHDF3	0.06588331	
KITLG	KITLG	0.06578194	
TMED7	TMED7	0.06578109	
NCAPG	NCAPG	0.065718226	
CEACAM7	CEACAM7	0.065669574	
PKN3	PKN3	0.06564046	
HERC1	HERC1	0.065620996	
SIX4	SIX4	0.06557892	
FEM1C	FEM1C	0.065531686	
MFAP5	MFAP5	0.065443195	
SORBS2	SORBS2	0.06541939	
SLC26A9	SLC26A9	0.06541455	
DAB1	DAB1	0.06540308	
HSP90AA1	HSP90AA1	0.06535389	
OR1N2	OR1N2	0.06532898	
MBNL1	MBNL1	0.06527631	
ANKRD46	ANKRD46	0.0652695	
CST11	CST11	0.06520206	
CSK	CSK	0.06519877	
THEX1	THEX1	0.0651788	
AHCY	AHCY	0.06514875	
CBR4	CBR4	0.06511544	
VOPP1	VOPP1	0.065069504	
HMMR	HMMR	0.06503968	
CDCA2	CDCA2	0.065033175	
SLC33A1	SLC33A1	0.06494578	
GPM6A	GPM6A	0.06491781	
DSG2	DSG2	0.06490932	
PREPL	PREPL	0.06479012	
PRPF8	PRPF8	0.06477253	
NAMPT	NAMPT	0.06468292	
SNORA48	SNORA48	0.06452395	
PPP1R9A	PPP1R9A	0.064502984	
SCN8A	SCN8A	0.06444921	
GATA3	GATA3	0.06439585	
SULT2B1	SULT2B1	0.06426009	
TSN	TSN	0.06421521	
KIF3C	KIF3C	0.06415506	
PRLHR	PRLHR	0.0640828	
IL8	IL8	0.06408001	
SLC22A23	SLC22A23	0.063998885	
C1orf150	C1orf150	0.063985646	
NLRP14	NLRP14	0.06395307	
C21orf7	C21orf7	0.06393321	
PABPC4	PABPC4	0.06382388	
PLA2G15	PLA2G15	0.06382266	
KRTDAP	KRTDAP	0.06380034	
YIPF5	YIPF5	0.06374264	
PHKB	PHKB	0.06373515	
MAP1S	MAP1S	0.06373363	
SULF2	SULF2	0.06367989	
PHRF1	PHRF1	0.063611045	
ACTB	ACTB	0.063601285	
D4S234E	D4S234E	0.06343419	
REXO1L6P	REXO1L6P	0.063401714	
PLXNB2	PLXNB2	0.063392274	
CNTN1	CNTN1	0.06331704	
CHD5	CHD5	0.063308075	
MTA2	MTA2	0.0633068	
THSD4	THSD4	0.06327121	
SNORD49A	SNORD49A	0.06325507	
TRNP1	TRNP1	0.06321513	
HNRNPM	HNRNPM	0.06313286	
XPO1	XPO1	0.06312906	
MIR30C2	MIR30C2	0.06312236	
ZNF69	ZNF69	0.063037254	
C9orf82	C9orf82	0.063020356	
ZNF614	ZNF614	0.06290526	
DGKQ	DGKQ	0.06271868	
C1orf71	C1orf71	0.06266033	
CALD1	CALD1	0.0626476	
DPY19L4	DPY19L4	0.062595375	
PLEKHM1	PLEKHM1	0.06256514	
UNC45A	UNC45A	0.06251731	
KRR1	KRR1	0.062509544	
PAPOLB	PAPOLB	0.062467925	
TANC2	TANC2	0.062467586	
TPX2	TPX2	0.062442794	
RNU6-15	RNU6-15	0.062431823	
SH3BP4	SH3BP4	0.06240827	
ZNF275	ZNF275	0.062367298	
ADAMTS12	ADAMTS12	0.062330544	
CALB1	CALB1	0.06227385	
LRP10	LRP10	0.06226102	
QRSL1	QRSL1	0.06219465	
ZC3HAV1	ZC3HAV1	0.062165037	
PLDN	PLDN	0.06212604	
TWF1	TWF1	0.062109984	
SNX31	SNX31	0.062062122	
MAGT1	MAGT1	0.062009167	
PLEKHM2	PLEKHM2	0.061968155	
DLST	DLST	0.061928324	
TNC	TNC	0.061920907	
SELI	SELI	0.061880764	
FAM63A	FAM63A	0.06185984	
EPHB4	EPHB4	0.061857935	
COL8A1	COL8A1	0.06185238	
FLNA	FLNA	0.061843704	
DCBLD2	DCBLD2	0.061832253	
CCDC102B	CCDC102B	0.061759353	
CPNE3	CPNE3	0.06174021	
OPCML	OPCML	0.061705302	
RNU1F1	RNU1F1	0.061683886	
VIPR1	VIPR1	0.061680164	
EEF1AL7	EEF1AL7	0.0616267	
MAGEB3	MAGEB3	0.061476693	
ZNF544	ZNF544	0.06143556	
INSM2	INSM2	0.06140132	
CENPF	CENPF	0.061238777	
TMED6	TMED6	0.061229974	
FLJ44054	FLJ44054	0.061224908	
TMX1	TMX1	0.06119688	
KSR2	KSR2	0.0611359	
TLN2	TLN2	0.06101961	
PKP2	PKP2	0.060923386	
SLMAP	SLMAP	0.06086871	
RAD54L2	RAD54L2	0.060844332	
SYDE1	SYDE1	0.060779348	
TWISTNB	TWISTNB	0.060752966	
YBX2	YBX2	0.06072251	
USP19	USP19	0.0607129	
DLGAP5	DLGAP5	0.06071093	
MIR1323	MIR1323	0.06070068	
FLJ42177	FLJ42177	0.0606478	
MET	MET	0.060626805	
KIF23	KIF23	0.060626294	
PLCB2	PLCB2	0.060617905	
EXOC7	EXOC7	0.060570847	
CDH8	CDH8	0.060563717	
ANKS4B	ANKS4B	0.060535274	
SNORD56	SNORD56	0.060533855	
MFHAS1	MFHAS1	0.06053247	
WFS1	WFS1	0.060523592	
MOBKL3	MOBKL3	0.06052119	
PRKCI	PRKCI	0.06051551	
ZNF804B	ZNF804B	0.06049891	
ERCC-00009	ERCC-00009	0.060486354	
STAC	STAC	0.060456418	
CHST3	CHST3	0.060454927	
MIR1321	MIR1321	0.060440976	
OR10G8	OR10G8	0.06039108	
FOXM1	FOXM1	0.060359545	
XPNPEP3	XPNPEP3	0.060355745	
SH2D4B	SH2D4B	0.060344234	
EIF1AX	EIF1AX	0.060279574	
NPBWR2	NPBWR2	0.06021731	
OSR2	OSR2	0.060171664	
ZC3H12C	ZC3H12C	0.060143836	
MIR584	MIR584	0.060140613	
ZNF142	ZNF142	0.060128856	
S100A8	S100A8	0.060110018	
NAV3	NAV3	0.060037106	
DNM3	DNM3	0.060014218	
ATL2	ATL2	0.06001292	
RGPD6	RGPD6	0.05998886	
FLJ10213	FLJ10213	0.059969023	
LIMA1	LIMA1	0.05995817	
HSPC268	HSPC268	0.059934244	
SGSH	SGSH	0.059909943	
CEP57	CEP57	0.059875134	
SMARCE1	SMARCE1	0.05986851	
C1orf83	C1orf83	0.05986339	
KIAA1908	KIAA1908	0.05985918	
RKHD1	RKHD1	0.05984659	
RIN2	RIN2	0.059785563	
LECT2	LECT2	0.05973708	
RORA	RORA	0.059735037	
ZNF132	ZNF132	0.059717923	
GPC4	GPC4	0.059686687	
ECT2	ECT2	0.059666995	
ZBTB43	ZBTB43	0.05966238	
SMOX	SMOX	0.059617743	
MIR539	MIR539	0.059616584	
ATP2C1	ATP2C1	0.059553314	
SULT2A1	SULT2A1	0.059497997	
C9orf123	C9orf123	0.059441064	
SPINK8	SPINK8	0.059404045	
SLC30A7	SLC30A7	0.059375398	
ERO1LB	ERO1LB	0.05937236	
CNTD1	CNTD1	0.05931129	
CDC42EP3	CDC42EP3	0.05928785	
HAS3	HAS3	0.0592675	
SCYL2	SCYL2	0.059265655	
FLJ38717	FLJ38717	0.0592548	
OSMR	OSMR	0.05923667	
NLGN4X	NLGN4X	0.05919197	
QSOX1	QSOX1	0.05915935	
TACC1	TACC1	0.059148412	
DGCR2	DGCR2	0.059132893	
MIR183	MIR183	0.05911157	
RAB25	RAB25	0.05910673	
FAM3C	FAM3C	0.059031792	
TTLL10	TTLL10	0.05898313	
RNF122	RNF122	0.05897098	
STXBP4	STXBP4	0.058925327	
WDR24	WDR24	0.05891722	
GANAB	GANAB	0.058904752	
SACS	SACS	0.05889907	
ATF1	ATF1	0.058894366	
ITGB7	ITGB7	0.05885671	
STK38	STK38	0.058814004	
SNORD115-48	SNORD115-48	0.05879279	
FAM175A	FAM175A	0.058741	
MYL12A	MYL12A	0.058720954	
PRPF38B	PRPF38B	0.058695395	
HEATR2	HEATR2	0.05865968	
OR3A1	OR3A1	0.058652442	
TMX3	TMX3	0.058632765	
GULP1	GULP1	0.058620833	
FLNB	FLNB	0.05861515	
LDOC1L	LDOC1L	0.058560185	
ACVR1C	ACVR1C	0.058538686	
KIF14	KIF14	0.058512546	
ZNF680	ZNF680	0.058507808	
PMS1	PMS1	0.058506597	
TAS2R4	TAS2R4	0.05850598	
CHUK	CHUK	0.058493122	
SERTAD3	SERTAD3	0.05848083	
TPM1	TPM1	0.058470745	
CRIM1	CRIM1	0.058461513	
CSGALNACT1	CSGALNACT1	0.058444805	
CDRT15	CDRT15	0.058435105	
SMARCAD1	SMARCAD1	0.058426935	
DOCK5	DOCK5	0.05821589	
DNM1L	DNM1L	0.05820261	
ARHGEF3	ARHGEF3	0.05820226	
SNORA16B	SNORA16B	0.058119047	
C15orf63	C15orf63	0.05811638	
STAU1	STAU1	0.0581051	
BRF1	BRF1	0.058030277	
ACACA	ACACA	0.05798292	
SLC35F5	SLC35F5	0.057949297	
QRFPR	QRFPR	0.057907034	
MLL	MLL	0.057855528	
MOBKL1B	MOBKL1B	0.057853878	
FLJ11783	FLJ11783	0.057842217	
EDN1	EDN1	0.05783686	
ELL2	ELL2	0.05780904	
TEAD4	TEAD4	0.057721544	
JAK1	JAK1	0.057613876	
MYT1L	MYT1L	0.05760302	
SHC4	SHC4	0.057574876	
TNFSF9	TNFSF9	0.05757042	
SLC35C1	SLC35C1	0.057569716	
PLXNA3	PLXNA3	0.05756844	
F2	F2	0.057550408	
SPRED1	SPRED1	0.057504438	
PRG3	PRG3	0.05748418	
C10orf62	C10orf62	0.057460822	
CGREF1	CGREF1	0.05745655	
IPF1	IPF1	0.05744505	
RNASEN	RNASEN	0.057406634	
HIST1H3A	HIST1H3A	0.05740551	
HIATL2	HIATL2	0.057334736	
SGK1	SGK1	0.05732007	
COL1A2	COL1A2	0.057307895	
MIR454	MIR454	0.0572531	
LARP7	LARP7	0.05725036	
MYLK	MYLK	0.057238273	
TTK	TTK	0.05720041	
BOP1	BOP1	0.057200003	
SLC16A8	SLC16A8	0.057191312	
RETSAT	RETSAT	0.057173684	
CXorf18	CXorf18	0.057162687	
CORO2B	CORO2B	0.057159472	
SRP72	SRP72	0.057125736	
SLC30A9	SLC30A9	0.057115767	
ERCC-00048	ERCC-00048	0.05708181	
HIST3H3	HIST3H3	0.057044473	
FLJ10357	FLJ10357	0.057039555	
VAT1	VAT1	0.056990117	
GPR116	GPR116	0.056897953	
DHCR7	DHCR7	0.056863	
GPR3	GPR3	0.0568152	
MIB1	MIB1	0.05678987	
C14orf173	C14orf173	0.056756157	
TTC3L	TTC3L	0.05673431	
KIAA1429	KIAA1429	0.05671696	
VCL	VCL	0.05671567	
AHRR	AHRR	0.056707207	
ITGAV	ITGAV	0.056695275	
MICALCL	MICALCL	0.056694932	
TAF5L	TAF5L	0.056685288	
GPR180	GPR180	0.05664683	
KIAA1211	KIAA1211	0.056630176	
WNT3A	WNT3A	0.056620233	
PTPRJ	PTPRJ	0.05660705	
MIR623	MIR623	0.056603447	
MYSM1	MYSM1	0.05657899	
TBC1D2B	TBC1D2B	0.05656252	
ADAM23	ADAM23	0.05655388	
MIR924	MIR924	0.056544505	
SBF1	SBF1	0.056531206	
RPL10L	RPL10L	0.056506474	
FAM46C	FAM46C	0.056502897	
KCNH7	KCNH7	0.056459557	
MED14	MED14	0.05645411	
INTS1	INTS1	0.056431103	
ZNF645	ZNF645	0.056415353	
CCNA1	CCNA1	0.056414396	
PRR18	PRR18	0.056385837	
PIK3CB	PIK3CB	0.05637384	
NOTCH3	NOTCH3	0.05637089	
IVNS1ABP	IVNS1ABP	0.056341767	
ADCY3	ADCY3	0.05630117	
NEUROG1	NEUROG1	0.056253076	
ADAT1	ADAT1	0.05622525	
SYNJ2	SYNJ2	0.056212097	
CCDC29	CCDC29	0.056203317	
GJA1	GJA1	0.05619746	
PMP22	PMP22	0.056181833	
PCGF5	PCGF5	0.056097094	
PABPC1	PABPC1	0.0560919	
CST1	CST1	0.056090366	
AMFR	AMFR	0.056083586	
MVP	MVP	0.056071796	
TGFB2	TGFB2	0.056065794	
URB2	URB2	0.056057688	
SLC36A1	SLC36A1	0.056050565	
TIAF1	TIAF1	0.056035694	
HRH4	HRH4	0.056028496	
RECQL	RECQL	0.05601348	
OR1L1	OR1L1	0.05599106	
DCP2	DCP2	0.05598264	
HCG4P6	HCG4P6	0.055853263	
SNORD1B	SNORD1B	0.05582902	
CSN3	CSN3	0.05582855	
KRT32	KRT32	0.05581641	
SH2B3	SH2B3	0.05581141	
SERPINE1	SERPINE1	0.05579599	
FHOD1	FHOD1	0.05579235	
SLC6A10P	SLC6A10P	0.055780143	
PLK2	PLK2	0.055768367	
SGOL2	SGOL2	0.05576523	
PANX3	PANX3	0.055737182	
MIR551A	MIR551A	0.05561639	
SEPN1	SEPN1	0.055611864	
OR8G5	OR8G5	0.055590466	
SMCR5	SMCR5	0.05559025	
C14orf21	C14orf21	0.055582263	
FASTKD2	FASTKD2	0.055517167	
AKT1S1	AKT1S1	0.05548709	
KPNA4	KPNA4	0.055452302	
TMEM184B	TMEM184B	0.055438723	
